mobility_pair,origin,region_origin,income_origin,destination,region_destination,income_destination,r_mobi,r_coll,r_coll_mobi,MRot_c,r_no_coll,r_no_coll_mobi,MRot_nc,CMR_ot,MRot_all,,
AU-SA,AU,East Asia & Pacific,High,SA,Middle East & North Africa,High,447,2477,67,0.027048849,220613,380,0.001722473,15.70349425,0.002003676,,
FR-FI,FR,Europe & Central Asia,High,FI,Europe & Central Asia,High,447,6791,117,0.017228685,369717,330,0.000892575,19.30223558,0.001187226,,
FR-GR,FR,Europe & Central Asia,High,GR,Europe & Central Asia,High,446,6518,112,0.017183185,369990,334,0.000902727,19.03475038,0.00118457,,
NZ-CA,NZ,East Asia & Pacific,High,CA,North America,High,446,2699,108,0.04001482,34266,338,0.009864005,4.056650392,0.012065467,,
PL-IT,PL,Europe & Central Asia,High,IT,Europe & Central Asia,High,444,8518,202,0.023714487,103071,242,0.002347896,10.10031358,0.003978887,,
IT-GR,IT,Europe & Central Asia,High,GR,Europe & Central Asia,High,444,10115,153,0.01512605,305708,291,0.000951889,15.89056571,0.001405851,,
DE-ZA,DE,Europe & Central Asia,High,ZA,Sub-Saharan Africa,Upper middle,442,6084,131,0.021531887,611841,311,0.000508302,42.36042194,0.000715297,,
FR-IN,FR,Europe & Central Asia,High,IN,South Asia,Lower middle,442,5572,108,0.019382627,370936,334,0.000900425,21.52609068,0.001173946,,
EG-CA,EG,Middle East & North Africa,Lower middle,CA,North America,High,441,1927,92,0.047742605,67046,349,0.005205381,9.171778512,0.006393806,,
TW-DE,TW,East Asia & Pacific,High,DE,Europe & Central Asia,High,440,3085,107,0.034683955,159260,333,0.002090921,16.58788773,0.002710277,,
ES-JP,ES,Europe & Central Asia,High,JP,East Asia & Pacific,High,439,7247,125,0.017248517,341444,314,0.000919624,18.75605895,0.001258994,,
US-RO,US,North America,High,RO,Europe & Central Asia,Upper middle,438,4498,87,0.01934193,2611179,351,0.000134422,143.8895749,0.000167452,,
US-NG,US,North America,High,NG,Sub-Saharan Africa,Lower middle,437,4584,155,0.033813264,2611093,282,0.000108001,313.0836018,0.00016707,,
IN-BE,IN,South Asia,Lower middle,BE,Europe & Central Asia,High,435,2444,77,0.031505728,434980,358,0.000823026,38.28033995,0.000994458,,
TR-FR,TR,Europe & Central Asia,Upper middle,FR,Europe & Central Asia,High,434,3519,122,0.03466894,129543,312,0.002408467,14.39461058,0.003261637,,
RS-US,RS,Europe & Central Asia,Upper middle,US,North America,High,433,2917,152,0.05210833,18055,281,0.015563556,3.348099312,0.020646576,,
FI-NL,FI,Europe & Central Asia,High,NL,Europe & Central Asia,High,433,5276,127,0.024071266,49225,306,0.006216353,3.872248609,0.007944808,,
AU-IT,AU,East Asia & Pacific,High,IT,Europe & Central Asia,High,431,8026,142,0.017692499,215064,289,0.001343786,13.16615808,0.001931956,,
US-HR,US,North America,High,HR,Europe & Central Asia,High,430,4288,78,0.018190299,2611389,352,0.000134794,134.9487086,0.000164393,,
DK-CH,DK,Europe & Central Asia,High,CH,Europe & Central Asia,High,430,4456,129,0.028949731,57470,301,0.005237515,5.527378815,0.006943772,,
CN-CZ,CN,East Asia & Pacific,Upper middle,CZ,Europe & Central Asia,High,430,4251,39,0.009174312,2015276,391,0.000194018,47.28585842,0.000212921,,
SG-CA,SG,East Asia & Pacific,High,CA,North America,High,427,2787,95,0.034086832,50894,332,0.006523362,5.225347029,0.007954397,,
AU-IR,AU,East Asia & Pacific,High,IR,Middle East & North Africa,Lower middle,423,2332,83,0.035591767,220758,340,0.001540148,23.10931541,0.001896096,,
DE-SG,DE,Europe & Central Asia,High,SG,East Asia & Pacific,High,422,4951,59,0.011916784,612974,363,0.000592195,20.1230828,0.000682931,,
FR-SA,FR,Europe & Central Asia,High,SA,Middle East & North Africa,High,420,2755,49,0.017785844,373753,371,0.000992634,17.91782351,0.001115514,,
BR-SE,BR,Latin America & Caribbean,Upper middle,SE,Europe & Central Asia,High,419,4366,120,0.027485112,402321,299,0.000743188,36.98273524,0.001030276,,
IT-RU,IT,Europe & Central Asia,High,RU,Europe & Central Asia,Upper middle,417,9740,178,0.018275154,306083,239,0.000780834,23.40466093,0.00132036,,
ES-EC,ES,Europe & Central Asia,High,EC,Latin America & Caribbean,Upper middle,416,2395,82,0.034237996,346296,334,0.000964493,35.49844611,0.001193033,,
TH-AU,TH,East Asia & Pacific,Upper middle,AU,East Asia & Pacific,High,415,2865,141,0.04921466,38757,274,0.007069691,6.961359728,0.009970689,,
PK-KR,PK,South Asia,Lower middle,KR,East Asia & Pacific,High,414,2004,77,0.038423154,36166,337,0.009318144,4.123477081,0.010846214,,
IR-CN,IR,Middle East & North Africa,Lower middle,CN,East Asia & Pacific,Upper middle,411,4153,98,0.023597399,151079,313,0.002071764,11.39000484,0.00264765,,
KR-FR,KR,East Asia & Pacific,High,FR,Europe & Central Asia,High,411,4429,118,0.026642583,304413,293,0.000962508,27.68037069,0.001330778,,
PH-US,PH,East Asia & Pacific,Lower middle,US,North America,High,410,1750,171,0.097714286,6725,239,0.035539033,2.749491931,0.048377581,,
ZA-DE,ZA,Sub-Saharan Africa,Upper middle,DE,Europe & Central Asia,High,410,3896,127,0.032597536,42640,283,0.006636961,4.911515662,0.008810383,,
AT-CA,AT,Europe & Central Asia,High,CA,North America,High,410,3464,111,0.03204388,62675,299,0.004770642,6.716890211,0.006199066,,
IR-FR,IR,Middle East & North Africa,Lower middle,FR,Europe & Central Asia,High,410,3483,120,0.034453058,151749,290,0.00191105,18.02833467,0.002641208,,
NL-FI,NL,Europe & Central Asia,High,FI,Europe & Central Asia,High,409,6676,130,0.019472738,164943,279,0.001691493,11.51215717,0.002383186,,
PL-NL,PL,Europe & Central Asia,High,NL,Europe & Central Asia,High,409,4915,131,0.026653103,106674,278,0.002606071,10.22731325,0.003665236,,
JO-US,JO,Middle East & North Africa,Upper middle,US,North America,High,409,1349,140,0.103780578,5501,269,0.0489002,2.122293534,0.059708029,,
FI-FR,FI,Europe & Central Asia,High,FR,Europe & Central Asia,High,409,4873,131,0.026882824,49628,278,0.005601676,4.799067538,0.007504449,,
VN-JP,VN,East Asia & Pacific,Lower middle,JP,East Asia & Pacific,High,409,2261,151,0.066784609,12222,258,0.021109475,3.16372669,0.028240006,,
FR-CL,FR,Europe & Central Asia,High,CL,Latin America & Caribbean,High,407,3893,95,0.024402774,372615,312,0.000837325,29.14371703,0.001080986,,
UK-JO,UK,Europe & Central Asia,High,JO,Middle East & North Africa,Upper middle,406,1336,52,0.038922156,618737,354,0.000572133,68.02988092,0.000654762,,
PK-AU,PK,South Asia,Lower middle,AU,East Asia & Pacific,High,406,1807,70,0.03873824,36363,336,0.009240162,4.192376868,0.010636626,,
ES-FI,ES,Europe & Central Asia,High,FI,Europe & Central Asia,High,406,6285,142,0.022593477,342406,264,0.000771015,29.3035679,0.001164355,,
JP-AT,JP,East Asia & Pacific,High,AT,Europe & Central Asia,High,406,4166,96,0.023043687,927195,310,0.000334342,68.92255277,0.000435921,,
BR-AR,BR,Latin America & Caribbean,Upper middle,AR,Latin America & Caribbean,Upper middle,405,8678,144,0.016593685,398009,261,0.000655764,25.30435266,0.000995852,,
AT-AU,AT,Europe & Central Asia,High,AU,East Asia & Pacific,High,403,3147,125,0.039720369,62992,278,0.004413259,9.000235465,0.006093228,,
PK-DE,PK,South Asia,Lower middle,DE,Europe & Central Asia,High,399,1989,102,0.051282051,36181,297,0.008208728,6.247258914,0.010453236,,
CA-KR,CA,North America,High,KR,East Asia & Pacific,High,399,3995,98,0.024530663,327991,301,0.000917708,26.7303548,0.001201858,,
IT-PL,IT,Europe & Central Asia,High,PL,Europe & Central Asia,High,399,11035,150,0.013593113,304788,249,0.000816961,16.63862518,0.001263366,,
FR-SG,FR,Europe & Central Asia,High,SG,East Asia & Pacific,High,396,2900,60,0.020689655,373608,336,0.000899338,23.00541872,0.00105177,,
RU-CN,RU,Europe & Central Asia,Upper middle,CN,East Asia & Pacific,Upper middle,395,7269,175,0.024074838,260242,220,0.000845367,28.47856401,0.001476575,,
KR-PK,KR,East Asia & Pacific,High,PK,South Asia,Lower middle,394,2164,142,0.065619224,306678,252,0.000821709,79.85703283,0.001275733,,
IR-MY,IR,Middle East & North Africa,Lower middle,MY,East Asia & Pacific,Upper middle,394,3628,116,0.031973539,151604,278,0.001833725,17.43639003,0.002538136,,
CL-FR,CL,Latin America & Caribbean,High,FR,Europe & Central Asia,High,391,3017,153,0.050712628,32828,238,0.007249909,6.994933472,0.010908076,,
CH-DK,CH,Europe & Central Asia,High,DK,Europe & Central Asia,High,391,4315,107,0.024797219,107105,284,0.002651604,9.351782188,0.003509244,,
AT-SE,AT,Europe & Central Asia,High,SE,Europe & Central Asia,High,390,4189,123,0.029362616,61950,267,0.004309927,6.812786833,0.005896672,,
CH-CN,CH,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,389,4144,118,0.028474903,107276,271,0.002526194,11.27185884,0.003491294,,
PK-MY,PK,South Asia,Lower middle,MY,East Asia & Pacific,Upper middle,389,2625,97,0.036952381,35545,292,0.008214939,4.498193085,0.01019125,,
UG-US,UG,Sub-Saharan Africa,Low,US,North America,High,389,2465,292,0.118458418,2480,97,0.039112903,3.02862759,0.078665319,,
BE-CN,BE,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,389,3831,115,0.030018272,79876,274,0.003430317,8.750874064,0.004647162,,
FR-RO,FR,Europe & Central Asia,High,RO,Europe & Central Asia,Upper middle,387,4604,91,0.019765421,371904,296,0.000795904,24.83391645,0.001027867,,
IN-ES,IN,South Asia,Lower middle,ES,Europe & Central Asia,High,386,4602,88,0.019122121,432822,298,0.000688505,27.77340462,0.000882439,,
GR-SE,GR,Europe & Central Asia,High,SE,Europe & Central Asia,High,386,2791,93,0.03332139,61185,293,0.004788755,6.958256854,0.006033513,,
US-GH,US,North America,High,GH,Sub-Saharan Africa,Lower middle,382,3406,120,0.035231944,2612271,262,0.000100296,351.280094,0.000146042,,
FI-CH,FI,Europe & Central Asia,High,CH,Europe & Central Asia,High,381,3703,115,0.031055901,50798,266,0.005236427,5.930743007,0.006990697,,
JP-RU,JP,East Asia & Pacific,High,RU,Europe & Central Asia,Upper middle,380,7595,133,0.017511521,923766,247,0.000267384,65.492095,0.000408005,,
ES-NO,ES,Europe & Central Asia,High,NO,Europe & Central Asia,High,377,5928,121,0.020411606,342763,256,0.000746872,27.32946596,0.001081186,,
SG-IN,SG,East Asia & Pacific,High,IN,South Asia,Lower middle,377,2190,87,0.039726027,51491,290,0.005632052,7.053561644,0.007022969,,
AU-BE,AU,East Asia & Pacific,High,BE,Europe & Central Asia,High,377,5019,97,0.019326559,218071,280,0.001283985,15.05200737,0.001689901,,
MY-NG,MY,East Asia & Pacific,Upper middle,NG,Sub-Saharan Africa,Lower middle,376,2447,100,0.040866367,69671,276,0.003961476,10.3159444,0.005213678,,
SE-BE,SE,Europe & Central Asia,High,BE,Europe & Central Asia,High,375,4946,122,0.024666397,97629,253,0.002591443,9.518401903,0.003655862,,
PL-CA,PL,Europe & Central Asia,High,CA,North America,High,374,4094,115,0.028089888,107495,259,0.002409414,11.65838792,0.003351585,,
CO-BR,CO,Latin America & Caribbean,Upper middle,BR,Latin America & Caribbean,Upper middle,374,2575,101,0.039223301,28734,273,0.00950094,4.128360184,0.011945447,,
US-ID,US,North America,High,ID,East Asia & Pacific,Lower middle,374,2931,47,0.016035483,2612746,327,0.000125156,128.1242919,0.000142984,,
ES-CN,ES,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,373,6407,108,0.016856563,342284,265,0.000774211,21.77257304,0.001069715,,
LK-AU,LK,South Asia,Lower middle,AU,East Asia & Pacific,High,373,892,72,0.080717489,6806,301,0.044225683,1.825127006,0.048454144,,
MY-CN,MY,East Asia & Pacific,Upper middle,CN,East Asia & Pacific,Upper middle,372,3319,134,0.040373607,68799,238,0.003459353,11.67085611,0.005158213,,
SI-US,SI,Europe & Central Asia,High,US,North America,High,371,2308,169,0.07322357,10310,202,0.019592629,3.737302023,0.029402441,,
BR-JP,BR,Latin America & Caribbean,Upper middle,JP,East Asia & Pacific,High,371,4454,86,0.019308487,402233,285,0.000708545,27.25091422,0.000912249,,
FI-NO,FI,Europe & Central Asia,High,NO,Europe & Central Asia,High,369,4330,114,0.026327945,50171,255,0.005082617,5.179997283,0.006770518,,
NP-US,NP,South Asia,Lower middle,US,North America,High,369,1074,111,0.103351955,6053,258,0.042623492,2.42476506,0.05177494,,
BR-CL,BR,Latin America & Caribbean,Upper middle,CL,Latin America & Caribbean,High,366,5544,115,0.020743146,401143,251,0.000625712,33.15126579,0.000899955,,
